"count","pow","lineColor"
"0","237.4","#AF0B0B"
"50","236.9","#AF0B0B"
"100","237.7","#AF0B0B"
"150","235.6","#AF0B0B"
"200","237.2","#AF0B0B"
"250","236.4","#AF0B0B"
"300","247.1","#AF0B0B"
"350","51.2","#AF0B0B"
"400","50.8","#AF0B0B"
"450","51.1","#AF0B0B"
"500","51.1","#AF0B0B"
"550","51.1","#AF0B0B"
"600","50.8","#AF0B0B"
"650","50.8","#AF0B0B"
"700","50.8","#AF0B0B"
"750","51.1","#AF0B0B"
"800","50.8","#AF0B0B"
"850","50.8","#AF0B0B"
"900","50.8","#AF0B0B"
"950","51.1","#AF0B0B"
"1000","51.1","#AF0B0B"
"1050","50.8","#AF0B0B"
"1100","51.8","#AF0B0B"
"1150","51.1","#AF0B0B"
"1200","50.8","#AF0B0B"
"1250","51.1","#AF0B0B"
"1300","50.8","#AF0B0B"
"1350","50.8","#AF0B0B"
"1400","50.8","#AF0B0B"
"1450","50.8","#AF0B0B"
"1500","51.1","#AF0B0B"
"1550","50.8","#AF0B0B"
"1600","51.1","#AF0B0B"
"1650","50.8","#AF0B0B"
"1700","51.7","#AF0B0B"
"1750","50.8","#AF0B0B"
"1800","51.1","#AF0B0B"
"1850","50.8","#AF0B0B"
"1900","51.1","#AF0B0B"
"1950","51.1","#AF0B0B"
"2000","50.8","#AF0B0B"
"2050","53.3","#AF0B0B"
"2100","50.8","#AF0B0B"
"2150","50.8","#AF0B0B"
"2200","51.8","#AF0B0B"
"2250","50.8","#AF0B0B"
"2300","51.2","#AF0B0B"
"2350","51.1","#AF0B0B"
"2400","50.8","#AF0B0B"
"2450","50.8","#AF0B0B"
"2500","50.8","#AF0B0B"
"2550","51.2","#AF0B0B"
"2600","51.5","#AF0B0B"
"2650","51.1","#AF0B0B"
"2700","50.8","#AF0B0B"
"2750","51.1","#AF0B0B"
"2800","50.9","#AF0B0B"
"2850","50.8","#AF0B0B"
"2900","50.8","#AF0B0B"
"2950","51.1","#AF0B0B"
"3000","50.8","#AF0B0B"
"3050","50.8","#AF0B0B"
"3100","51.1","#AF0B0B"
"3150","50.8","#AF0B0B"
"3200","50.8","#AF0B0B"
"3250","50.8","#AF0B0B"
"3300","47","#AF0B0B"
"3350","50.8","#AF0B0B"
"3400","51.2","#AF0B0B"
"3450","50.8","#AF0B0B"
"3500","50.8","#AF0B0B"
"3550","50.8","#AF0B0B"
"3600","50.8","#AF0B0B"
"3650","51.2","#AF0B0B"
"3700","50.8","#AF0B0B"
"3750","50.8","#AF0B0B"
"3800","50.8","#AF0B0B"
"3850","50.8","#AF0B0B"
"3900","50.8","#AF0B0B"
"3950","51.2","#AF0B0B"
"4000","50.8","#AF0B0B"
"4050","50.8","#AF0B0B"
"4100","50.8","#AF0B0B"
"4150","50.8","#AF0B0B"
"4200","51.4","#AF0B0B"
"4250","50.8","#AF0B0B"
"4300","50.8","#AF0B0B"
"4350","50.8","#AF0B0B"
