"count","volt","lineColor"
"0","2888","#AF0B0B"
"50","2899","#AF0B0B"
"100","2925","#AF0B0B"
"150","2914","#AF0B0B"
"200","2906","#AF0B0B"
"250","2918","#AF0B0B"
"300","2923","#AF0B0B"
"350","2914","#AF0B0B"
"400","2893","#AF0B0B"
"450","2903","#AF0B0B"
"500","2937","#AF0B0B"
"550","2937","#AF0B0B"
"600","2923","#AF0B0B"
"650","2941","#AF0B0B"
"700","2939","#AF0B0B"
"750","2937","#AF0B0B"
"800","2924","#AF0B0B"
"850","2943","#AF0B0B"
"900","2941","#AF0B0B"
"950","2922","#AF0B0B"
"1000","2939","#AF0B0B"
"1050","2939","#AF0B0B"
"1100","2942","#AF0B0B"
"1150","2937","#AF0B0B"
"1200","2941","#AF0B0B"
"1250","2943","#AF0B0B"
"1300","2955","#076969"
"1350","3111","#076969"
"1400","3111","#076969"
"1450","3111","#076969"
"1500","3111","#076969"
"1550","3112","#076969"
"1600","3111","#076969"
"1650","3111","#076969"
"1700","3111","#076969"
"1750","3111","#076969"
"1800","3111","#076969"
"1850","3113","#076969"
"1900","3110","#076969"
"1950","3111","#076969"
"2000","3113","#076969"
"2050","3111","#076969"
"2100","3111","#076969"
"2150","3111","#076969"
"2200","3111","#076969"
"2250","3111","#076969"
"2300","3113","#076969"
"2350","3111","#076969"
"2400","3110","#076969"
"2450","3112","#076969"
"2500","3110","#076969"
"2550","3111","#076969"
"2600","3111","#076969"
"2650","3111","#076969"
"2700","3112","#076969"
"2750","3111","#076969"
"2800","3111","#076969"
"2850","3112","#076969"
"2900","3112","#076969"
"2950","3112","#076969"
"3000","3111","#076969"
"3050","3111","#076969"
"3100","3111","#076969"
"3150","3111","#076969"
"3200","3111","#076969"
"3250","3111","#076969"
"3300","3111","#076969"
"3350","3111","#076969"
"3400","3111","#076969"
"3450","3111","#076969"
"3500","3112","#076969"
"3550","3111","#076969"
"3600","3111","#076969"
"3650","3110","#076969"
"3700","3091","#076969"
"3750","3114","#076969"
"3800","3115","#076969"
"3850","3113","#076969"
"3900","3115","#076969"
"3950","3115","#076969"
"4000","3114","#076969"
"4050","3115","#076969"
"4100","3115","#076969"
"4150","3115","#076969"
"4200","3115","#076969"
"4250","3115","#076969"
"4300","3115","#076969"
"4350","3115","#076969"
"4400","3115","#076969"
"4450","3114","#076969"
"4500","3115","#076969"
