"count","volt","lineColor"
"0","2945","#AF0B0B"
"50","2959","#AF0B0B"
"100","2955","#AF0B0B"
"150","2884","#AF0B0B"
"200","2963","#AF0B0B"
"250","2970","#AF0B0B"
"300","2936","#AF0B0B"
"350","2924","#AF0B0B"
"400","2947","#AF0B0B"
"450","2937","#AF0B0B"
"500","2952","#AF0B0B"
"550","2954","#AF0B0B"
"600","2950","#AF0B0B"
"650","2951","#AF0B0B"
"700","2963","#AF0B0B"
"750","2958","#AF0B0B"
"800","2957","#AF0B0B"
"850","2965","#AF0B0B"
"900","2958","#AF0B0B"
"950","2961","#AF0B0B"
"1000","2958","#AF0B0B"
"1050","2955","#AF0B0B"
"1100","2955","#AF0B0B"
"1150","2953","#AF0B0B"
"1200","2952","#AF0B0B"
"1250","2955","#AF0B0B"
"1300","2957","#076969"
"1350","3115","#076969"
"1400","3115","#076969"
"1450","3115","#076969"
"1500","3115","#076969"
"1550","3115","#076969"
"1600","3115","#076969"
"1650","3114","#076969"
"1700","3115","#076969"
"1750","3115","#076969"
"1800","3115","#076969"
"1850","3114","#076969"
"1900","3115","#076969"
"1950","3115","#076969"
"2000","3115","#076969"
"2050","3116","#076969"
"2100","3115","#076969"
"2150","3115","#076969"
"2200","3115","#076969"
"2250","3115","#076969"
"2300","3117","#076969"
"2350","3115","#076969"
"2400","3113","#076969"
"2450","3115","#076969"
"2500","3114","#076969"
"2550","3113","#076969"
"2600","3115","#076969"
"2650","3116","#076969"
"2700","3114","#076969"
"2750","3115","#076969"
"2800","3115","#076969"
"2850","3114","#076969"
"2900","3115","#076969"
"2950","3115","#076969"
"3000","3115","#076969"
"3050","3114","#076969"
"3100","3114","#076969"
"3150","3113","#076969"
"3200","3115","#076969"
"3250","3115","#076969"
"3300","3115","#076969"
"3350","3115","#076969"
"3400","3115","#076969"
"3450","3115","#076969"
"3500","3115","#076969"
"3550","3115","#076969"
"3600","3115","#076969"
"3650","3115","#076969"
"3700","3116","#076969"
"3750","3115","#076969"
"3800","3115","#076969"
"3850","3115","#076969"
"3900","3115","#076969"
"3950","3115","#076969"
"4000","3115","#076969"
"4050","3115","#076969"
"4100","3115","#076969"
"4150","3115","#076969"
"4200","3116","#076969"
"4250","3115","#076969"
"4300","3114","#076969"
"4350","3115","#076969"
"4400","3115","#076969"
"4450","3115","#076969"
"4500","3115","#076969"
"4550","3114","#076969"
"4600","3114","#076969"
"4650","3115","#076969"
"4700","3115","#076969"
"4750","3116","#076969"
"4800","3115","#076969"
"4850","3115","#076969"
"4900","3116","#076969"
"4950","3116","#076969"
"5000","3115","#076969"
"5050","3114","#076969"
"5100","3115","#076969"
"5150","3114","#076969"
"5200","3115","#076969"
"5250","3115","#076969"
"5300","3115","#076969"
"5350","3115","#076969"
"5400","3115","#076969"
