"count","curr","lineColor"
"0","94.3","#AF0B0B"
"50","91.7","#AF0B0B"
"100","76.5","#AF0B0B"
"150","85.6","#AF0B0B"
"200","94.2","#AF0B0B"
"250","93.6","#AF0B0B"
"300","86.3","#AF0B0B"
"350","81.9","#AF0B0B"
"400","85.6","#AF0B0B"
"450","93.8","#AF0B0B"
"500","85","#AF0B0B"
"550","79.6","#AF0B0B"
"600","78.6","#AF0B0B"
"650","75.5","#AF0B0B"
"700","85.2","#AF0B0B"
"750","76.4","#AF0B0B"
"800","78","#AF0B0B"
"850","85.8","#AF0B0B"
"900","75.4","#AF0B0B"
"950","80.8","#AF0B0B"
"1000","77.7","#AF0B0B"
"1050","77.5","#AF0B0B"
"1100","76.8","#AF0B0B"
"1150","77.9","#AF0B0B"
"1200","77.1","#AF0B0B"
"1250","76.8","#AF0B0B"
"1300","65.7","#076969"
"1350","15.8","#076969"
"1400","15.9","#076969"
"1450","15.8","#076969"
"1500","15.9","#076969"
"1550","15.8","#076969"
"1600","15.8","#076969"
"1650","15.8","#076969"
"1700","15.8","#076969"
"1750","15.8","#076969"
"1800","15.7","#076969"
"1850","15.8","#076969"
"1900","15.7","#076969"
"1950","16","#076969"
"2000","15.8","#076969"
"2050","15.9","#076969"
"2100","15.8","#076969"
"2150","15.9","#076969"
"2200","15.8","#076969"
"2250","15.6","#076969"
"2300","15.6","#076969"
"2350","15.8","#076969"
"2400","15.9","#076969"
"2450","15.9","#076969"
"2500","15.8","#076969"
"2550","15.8","#076969"
"2600","15.8","#076969"
"2650","15.9","#076969"
"2700","15.9","#076969"
"2750","15.8","#076969"
"2800","15.8","#076969"
"2850","15.8","#076969"
"2900","15.8","#076969"
"2950","15.8","#076969"
"3000","15.8","#076969"
"3050","15.8","#076969"
"3100","15.8","#076969"
"3150","15.8","#076969"
"3200","15.9","#076969"
"3250","15.7","#076969"
"3300","15.7","#076969"
"3350","15.8","#076969"
"3400","15.8","#076969"
"3450","15.8","#076969"
"3500","15.6","#076969"
"3550","15.7","#076969"
"3600","15.9","#076969"
"3650","16.1","#076969"
"3700","16.8","#076969"
"3750","15.8","#076969"
"3800","15.8","#076969"
