"count","pow","lineColor"
"0","241.6","#AF0B0B"
"50","254","#AF0B0B"
"100","227.6","#AF0B0B"
"150","229.5","#AF0B0B"
"200","235.9","#AF0B0B"
"250","226.7","#AF0B0B"
"300","228","#AF0B0B"
"350","229.5","#AF0B0B"
"400","226.4","#AF0B0B"
"450","233.1","#AF0B0B"
"500","229.8","#AF0B0B"
"550","233.1","#AF0B0B"
"600","226.4","#AF0B0B"
"650","242.7","#AF0B0B"
"700","228.6","#AF0B0B"
"750","227.4","#AF0B0B"
"800","227.4","#AF0B0B"
"850","228.6","#AF0B0B"
"900","224.9","#AF0B0B"
"950","226.1","#AF0B0B"
"1000","252.9","#AF0B0B"
"1050","253.5","#AF0B0B"
"1100","250.7","#AF0B0B"
"1150","247.6","#AF0B0B"
"1200","254.4","#AF0B0B"
"1250","310.9","#076969"
"1300","52.4","#076969"
"1350","52","#076969"
"1400","52","#076969"
"1450","53.3","#076969"
"1500","43.9","#076969"
"1550","52","#076969"
"1600","52","#076969"
"1650","55.8","#076969"
"1700","52","#076969"
"1750","52","#076969"
"1800","52","#076969"
"1850","52","#076969"
"1900","52","#076969"
"1950","52","#076969"
"2000","52","#076969"
"2050","51.7","#076969"
"2100","52","#076969"
"2150","52","#076969"
"2200","52","#076969"
"2250","52","#076969"
"2300","52","#076969"
"2350","51.7","#076969"
"2400","51.7","#076969"
"2450","52","#076969"
"2500","52","#076969"
"2550","52","#076969"
"2600","52","#076969"
"2650","52","#076969"
"2700","51.7","#076969"
"2750","52","#076969"
"2800","52","#076969"
"2850","52","#076969"
"2900","51.7","#076969"
"2950","52","#076969"
"3000","52","#076969"
"3050","52","#076969"
"3100","52","#076969"
"3150","52","#076969"
"3200","51.7","#076969"
"3250","52","#076969"
"3300","52.4","#076969"
"3350","52","#076969"
"3400","52","#076969"
"3450","51.7","#076969"
"3500","51.7","#076969"
"3550","52","#076969"
"3600","52","#076969"
"3650","52","#076969"
"3700","52","#076969"
"3750","52","#076969"
"3800","52","#076969"
"3850","52","#076969"
"3900","52","#076969"
"3950","51.7","#076969"
"4000","52","#076969"
"4050","52","#076969"
"4100","52","#076969"
"4150","51.7","#076969"
"4200","51.7","#076969"
"4250","52","#076969"
"4300","52","#076969"
"4350","52","#076969"
"4400","52","#076969"
"4450","51.7","#076969"
"4500","52","#076969"
"4550","52","#076969"
"4600","51.7","#076969"
"4650","52.4","#076969"
"4700","52","#076969"
"4750","51.7","#076969"
"4800","52","#076969"
"4850","52","#076969"
"4900","52","#076969"
"4950","52","#076969"
"5000","52","#076969"
"5050","52","#076969"
