"count","curr","lineColor"
"0","77.1","#AF0B0B"
"50","78.3","#AF0B0B"
"100","77.9","#AF0B0B"
"150","77.7","#AF0B0B"
"200","78","#AF0B0B"
"250","77.8","#AF0B0B"
"300","78.2","#AF0B0B"
"350","77.6","#AF0B0B"
"400","78","#AF0B0B"
"450","77.9","#AF0B0B"
"500","77.8","#AF0B0B"
"550","76.1","#AF0B0B"
"600","69.5","#AF0B0B"
"650","69.4","#AF0B0B"
"700","70.3","#AF0B0B"
"750","70.1","#AF0B0B"
"800","70.2","#AF0B0B"
"850","70.2","#AF0B0B"
"900","69.8","#AF0B0B"
"950","69.6","#AF0B0B"
"1000","70.2","#AF0B0B"
"1050","70.1","#AF0B0B"
"1100","69.8","#AF0B0B"
"1150","70.7","#AF0B0B"
"1200","70.4","#AF0B0B"
"1250","70.4","#AF0B0B"
"1300","75","#AF0B0B"
"1350","69.7","#AF0B0B"
"1400","69.7","#AF0B0B"
"1450","70.2","#AF0B0B"
"1500","70.1","#AF0B0B"
"1550","70.1","#AF0B0B"
"1600","69.8","#AF0B0B"
"1650","70.4","#AF0B0B"
"1700","70.3","#AF0B0B"
"1750","69.7","#AF0B0B"
"1800","69.6","#AF0B0B"
"1850","70.2","#AF0B0B"
"1900","70.2","#AF0B0B"
"1950","69.9","#AF0B0B"
"2000","70.1","#AF0B0B"
"2050","70.5","#AF0B0B"
"2100","70.5","#AF0B0B"
"2150","70.2","#AF0B0B"
"2200","70.3","#AF0B0B"
"2250","69.6","#AF0B0B"
"2300","69.6","#AF0B0B"
"2350","70.8","#AF0B0B"
"2400","71.1","#AF0B0B"
"2450","70.9","#AF0B0B"
"2500","70.9","#AF0B0B"
"2550","69.7","#AF0B0B"
"2600","69.6","#AF0B0B"
"2650","69.7","#AF0B0B"
"2700","77.3","#AF0B0B"
"2750","76.9","#AF0B0B"
"2800","77.6","#AF0B0B"
"2850","77.3","#AF0B0B"
"2900","77.1","#AF0B0B"
"2950","77.4","#AF0B0B"
"3000","77.5","#AF0B0B"
"3050","77.3","#AF0B0B"
"3100","77.5","#AF0B0B"
"3150","77.5","#AF0B0B"
"3200","77.2","#AF0B0B"
"3250","76.8","#AF0B0B"
"3300","77.1","#AF0B0B"
"3350","77.4","#AF0B0B"
"3400","76.9","#AF0B0B"
"3450","77.5","#AF0B0B"
"3500","77.1","#AF0B0B"
"3550","77.6","#AF0B0B"
"3600","78","#AF0B0B"
"3650","77.6","#AF0B0B"
"3700","80","#AF0B0B"
"3750","78.4","#AF0B0B"
"3800","70","#AF0B0B"
"3850","69.9","#AF0B0B"
"3900","70.1","#AF0B0B"
"3950","70","#AF0B0B"
"4000","69.6","#AF0B0B"
"4050","70","#AF0B0B"
"4100","70","#AF0B0B"
"4150","70.1","#AF0B0B"
"4200","69.9","#AF0B0B"
"4250","69.9","#AF0B0B"
"4300","69.2","#AF0B0B"
"4350","69.2","#AF0B0B"
"4400","76.3","#AF0B0B"
"4450","75.5","#AF0B0B"
"4500","71.5","#AF0B0B"
"4550","76.5","#AF0B0B"
"4600","71.3","#AF0B0B"
"4650","73.2","#AF0B0B"
"4700","70.9","#AF0B0B"
"4750","71.5","#AF0B0B"
"4800","72.1","#AF0B0B"
"4850","71.6","#AF0B0B"
"4900","71.7","#AF0B0B"
"4950","72.8","#AF0B0B"
"5000","70.4","#AF0B0B"
"5050","72.1","#AF0B0B"
"5100","70","#AF0B0B"
