"count","curr","lineColor"
"0","75.9","#AF0B0B"
"50","79.5","#AF0B0B"
"100","71.3","#AF0B0B"
"150","71.9","#AF0B0B"
"200","73.9","#AF0B0B"
"250","71","#AF0B0B"
"300","71.4","#AF0B0B"
"350","71.9","#AF0B0B"
"400","70.9","#AF0B0B"
"450","73.1","#AF0B0B"
"500","72","#AF0B0B"
"550","73","#AF0B0B"
"600","70.9","#AF0B0B"
"650","76","#AF0B0B"
"700","71.6","#AF0B0B"
"750","71.2","#AF0B0B"
"800","71.2","#AF0B0B"
"850","71.7","#AF0B0B"
"900","70.4","#AF0B0B"
"950","70.8","#AF0B0B"
"1000","79.4","#AF0B0B"
"1050","79.6","#AF0B0B"
"1100","78.7","#AF0B0B"
"1150","77.7","#AF0B0B"
"1200","79.9","#AF0B0B"
"1250","98","#076969"
"1300","16.1","#076969"
"1350","16","#076969"
"1400","16","#076969"
"1450","16.4","#076969"
"1500","13.5","#076969"
"1550","16","#076969"
"1600","16","#076969"
"1650","17.2","#076969"
"1700","16","#076969"
"1750","16","#076969"
"1800","16","#076969"
"1850","16","#076969"
"1900","16","#076969"
"1950","16","#076969"
"2000","16","#076969"
"2050","15.9","#076969"
"2100","16","#076969"
"2150","16","#076969"
"2200","16","#076969"
"2250","16","#076969"
"2300","16","#076969"
"2350","15.9","#076969"
"2400","15.9","#076969"
"2450","16","#076969"
"2500","16","#076969"
"2550","16","#076969"
"2600","16","#076969"
"2650","16","#076969"
"2700","15.9","#076969"
"2750","16","#076969"
"2800","16","#076969"
"2850","16","#076969"
"2900","15.9","#076969"
"2950","16","#076969"
"3000","16","#076969"
"3050","16","#076969"
"3100","16","#076969"
"3150","16","#076969"
"3200","15.9","#076969"
"3250","16","#076969"
"3300","16.1","#076969"
"3350","16","#076969"
"3400","16","#076969"
"3450","15.9","#076969"
"3500","15.9","#076969"
"3550","16","#076969"
"3600","16","#076969"
"3650","16","#076969"
"3700","16","#076969"
"3750","16","#076969"
"3800","16","#076969"
"3850","16","#076969"
"3900","16","#076969"
"3950","15.9","#076969"
"4000","16","#076969"
"4050","16","#076969"
"4100","16","#076969"
"4150","15.9","#076969"
"4200","15.9","#076969"
"4250","16","#076969"
"4300","16","#076969"
"4350","16","#076969"
"4400","16","#076969"
"4450","15.9","#076969"
"4500","16","#076969"
"4550","16","#076969"
"4600","15.9","#076969"
"4650","16.1","#076969"
"4700","16","#076969"
"4750","15.9","#076969"
"4800","16","#076969"
"4850","16","#076969"
"4900","16","#076969"
"4950","16","#076969"
"5000","16","#076969"
"5050","16","#076969"
"5100","15.9","#076969"
"5150","15.9","#076969"
"5200","16","#076969"
"5250","16","#076969"
"5300","16","#076969"
"5350","16","#076969"
"5400","15.9","#076969"
"5450","15.9","#076969"
"5500","16","#076969"
"5550","16","#076969"
"5600","16","#076969"
"5650","16","#076969"
"5700","15.9","#076969"
"5750","16","#076969"
"5800","16","#076969"
"5850","15.9","#076969"
"5900","16","#076969"
"5950","15.9","#076969"
"6000","16","#076969"
"6050","16","#076969"
"6100","16","#076969"
"6150","15.9","#076969"
"6200","15.9","#076969"
"6250","16","#076969"
"6300","15.9","#076969"
"6350","15.9","#076969"
"6400","15.9","#076969"
"6450","16","#076969"
"6500","16","#076969"
"6550","16","#076969"
"6600","16","#076969"
"6650","15.9","#076969"
"6700","15.9","#076969"
"6750","15.9","#076969"
"6800","15.9","#076969"
"6850","15.9","#076969"
"6900","16","#076969"
"6950","16","#076969"
"7000","16","#076969"
"7050","16","#076969"
"7100","16","#076969"
"7150","15.9","#076969"
"7200","16","#076969"
"7250","15.9","#076969"
"7300","16","#076969"
"7350","15.9","#076969"
"7400","15.9","#076969"
"7450","15.9","#076969"
"7500","16.1","#076969"
"7550","15.9","#076969"
"7600","15.9","#076969"
"7650","15.9","#076969"
"7700","16","#076969"
"7750","15.9","#076969"
"7800","15.9","#076969"
"7850","15.9","#076969"
"7900","16.1","#076969"
"7950","15.9","#076969"
"8000","15.9","#076969"
"8050","15.9","#076969"
"8100","15.9","#076969"
"8150","16","#076969"
"8200","15.9","#076969"
"8250","16","#076969"
"8300","15.9","#076969"
"8350","16","#076969"
"8400","16","#076969"
"8450","15.9","#076969"
"8500","16","#076969"
"8550","15.9","#076969"
"8600","15.9","#076969"
"8650","16","#076969"
"8700","16","#076969"
"8750","16","#076969"
"8800","16","#076969"
"8850","16","#076969"
"8900","16","#076969"
"8950","15.9","#076969"
"9000","16","#076969"
"9050","15.9","#076969"
"9100","16","#076969"
"9150","16","#076969"
"9200","16","#076969"
"9250","16","#076969"
"9300","15.9","#076969"
"9350","15.9","#076969"
"9400","15.9","#076969"
"9450","16","#076969"
"9500","15.9","#076969"
"9550","16.1","#076969"
"9600","15.9","#076969"
"9650","16","#076969"
"9700","16","#076969"
"9750","16","#076969"
"9800","15.9","#076969"
"9850","15.9","#076969"
"9900","15.9","#076969"
"9950","15.9","#076969"
"10000","15.9","#076969"
"10050","16","#076969"
"10100","16","#076969"
"10150","16","#076969"
"10200","15.9","#076969"
"10250","15.9","#076969"
"10300","15.9","#076969"
"10350","16","#076969"
"10400","16","#076969"
"10450","16.1","#076969"
"10500","16","#076969"
"10550","16","#076969"
"10600","15.9","#076969"
"10650","16","#076969"
"10700","16","#076969"
"10750","16","#076969"
"10800","16","#076969"
"10850","16","#076969"
"10900","16","#076969"
"10950","16.3","#076969"
"11000","16.1","#076969"
"11050","15.9","#076969"
"11100","16.5","#076969"
"11150","16.5","#076969"
"11200","16.2","#076969"
"11250","29.3","#AF550B"
