"count","curr","lineColor"
"0","71.4","#AF0B0B"
"50","72.3","#AF0B0B"
"100","75.8","#AF0B0B"
"150","70.8","#AF0B0B"
"200","72","#AF0B0B"
"250","75.4","#AF0B0B"
"300","73.9","#AF0B0B"
"350","71.3","#AF0B0B"
"400","74.8","#AF0B0B"
"450","75","#AF0B0B"
"500","71","#AF0B0B"
"550","71.4","#AF0B0B"
"600","73.1","#AF0B0B"
"650","70.8","#AF0B0B"
"700","71.3","#AF0B0B"
"750","75.6","#AF0B0B"
"800","70.5","#AF0B0B"
"850","70.8","#AF0B0B"
"900","72","#AF0B0B"
"950","77.2","#AF0B0B"
"1000","77.6","#AF0B0B"
"1050","79.3","#AF0B0B"
"1100","77.5","#AF0B0B"
"1150","78.8","#AF0B0B"
"1200","78.2","#AF0B0B"
"1250","88.6","#076969"
"1300","16.1","#076969"
"1350","15.9","#076969"
"1400","15.9","#076969"
"1450","15.9","#076969"
"1500","15.9","#076969"
"1550","15.9","#076969"
"1600","15.9","#076969"
"1650","15.9","#076969"
"1700","16","#076969"
"1750","15.9","#076969"
"1800","15.9","#076969"
"1850","15.9","#076969"
"1900","16.2","#076969"
"1950","15.9","#076969"
"2000","15.9","#076969"
"2050","15.8","#076969"
"2100","15.9","#076969"
"2150","15.9","#076969"
"2200","16","#076969"
"2250","15.9","#076969"
"2300","15.9","#076969"
"2350","15.9","#076969"
"2400","15.9","#076969"
"2450","15.9","#076969"
"2500","15.9","#076969"
"2550","16","#076969"
"2600","16.2","#076969"
"2650","15.9","#076969"
"2700","16","#076969"
"2750","15.8","#076969"
"2800","15.9","#076969"
"2850","15.9","#076969"
"2900","15.9","#076969"
"2950","15.9","#076969"
"3000","15.9","#076969"
"3050","15.9","#076969"
"3100","15.9","#076969"
"3150","15.9","#076969"
"3200","15.9","#076969"
"3250","16","#076969"
"3300","15.9","#076969"
"3350","15.9","#076969"
"3400","15.9","#076969"
"3450","15.9","#076969"
"3500","16","#076969"
"3550","15.9","#076969"
"3600","15.9","#076969"
"3650","15.9","#076969"
"3700","15.8","#076969"
"3750","16","#076969"
"3800","15.9","#076969"
"3850","15.9","#076969"
"3900","15.9","#076969"
"3950","15.9","#076969"
"4000","15.8","#076969"
"4050","15.9","#076969"
"4100","15.9","#076969"
"4150","16","#076969"
"4200","15.9","#076969"
"4250","16.1","#076969"
"4300","15.9","#076969"
"4350","16","#076969"
"4400","15.8","#076969"
"4450","15.8","#076969"
"4500","15.9","#076969"
"4550","15.9","#076969"
"4600","15.9","#076969"
"4650","15.8","#076969"
"4700","15.9","#076969"
"4750","15.8","#076969"
"4800","15.9","#076969"
"4850","16","#076969"
"4900","16","#076969"
"4950","15.8","#076969"
"5000","15.9","#076969"
"5050","15.9","#076969"
"5100","16.1","#076969"
"5150","15.9","#076969"
"5200","15.8","#076969"
"5250","15.8","#076969"
"5300","15.9","#076969"
"5350","15.9","#076969"
"5400","16","#076969"
"5450","15.9","#076969"
"5500","15.9","#076969"
"5550","15.9","#076969"
"5600","16","#076969"
"5650","15.9","#076969"
"5700","15.9","#076969"
"5750","15.9","#076969"
"5800","15.9","#076969"
"5850","15.9","#076969"
"5900","16","#076969"
"5950","15.9","#076969"
"6000","15.9","#076969"
"6050","15.9","#076969"
"6100","15.9","#076969"
"6150","15.9","#076969"
"6200","15.8","#076969"
"6250","15.9","#076969"
"6300","15.9","#076969"
"6350","15.8","#076969"
"6400","15.9","#076969"
"6450","15.9","#076969"
"6500","15.9","#076969"
"6550","15.8","#076969"
"6600","16","#076969"
"6650","15.9","#076969"
"6700","15.9","#076969"
"6750","15.8","#076969"
"6800","15.9","#076969"
"6850","15.9","#076969"
"6900","15.9","#076969"
"6950","15.9","#076969"
"7000","15.9","#076969"
"7050","15.9","#076969"
"7100","15.9","#076969"
"7150","15.8","#076969"
"7200","15.9","#076969"
"7250","15.9","#076969"
"7300","15.9","#076969"
"7350","15.8","#076969"
"7400","15.8","#076969"
"7450","15.9","#076969"
"7500","15.8","#076969"
"7550","16","#076969"
"7600","15.9","#076969"
"7650","15.9","#076969"
"7700","15.1","#076969"
"7750","16","#076969"
"7800","15.8","#076969"
"7850","15.8","#076969"
"7900","15.9","#076969"
"7950","15.8","#076969"
"8000","15.9","#076969"
"8050","15.9","#076969"
"8100","15.8","#076969"
"8150","15.8","#076969"
"8200","15.9","#076969"
"8250","15.9","#076969"
"8300","15.9","#076969"
"8350","15.9","#076969"
"8400","15.9","#076969"
"8450","15.9","#076969"
"8500","15.8","#076969"
"8550","15.8","#076969"
"8600","15.9","#076969"
"8650","15.9","#076969"
"8700","15.8","#076969"
"8750","15.9","#076969"
"8800","15.9","#076969"
"8850","15.9","#076969"
"8900","15.9","#076969"
"8950","15.9","#076969"
"9000","15.9","#076969"
"9050","15.8","#076969"
"9100","15.9","#076969"
