"count","pow","lineColor"
"0","240.4","#AF0B0B"
"50","244.7","#AF0B0B"
"100","241.1","#AF0B0B"
"150","243.8","#AF0B0B"
"200","240.1","#AF0B0B"
"250","316.6","#AF0B0B"
"300","50.3","#AF0B0B"
"350","51","#AF0B0B"
"400","49","#AF0B0B"
"450","49.4","#AF0B0B"
"500","48.7","#AF0B0B"
"550","49.1","#AF0B0B"
"600","49.4","#AF0B0B"
"650","49.1","#AF0B0B"
"700","48.7","#AF0B0B"
"750","48.7","#AF0B0B"
"800","48.7","#AF0B0B"
"850","49","#AF0B0B"
"900","49","#AF0B0B"
"950","49","#AF0B0B"
"1000","49","#AF0B0B"
"1050","48.7","#AF0B0B"
"1100","49","#AF0B0B"
"1150","49.4","#AF0B0B"
"1200","49","#AF0B0B"
"1250","49","#AF0B0B"
"1300","48.7","#AF0B0B"
"1350","49.1","#AF0B0B"
"1400","49","#AF0B0B"
"1450","49","#AF0B0B"
"1500","49","#AF0B0B"
"1550","49","#AF0B0B"
"1600","49.1","#AF0B0B"
"1650","48.7","#AF0B0B"
"1700","49","#AF0B0B"
"1750","48.7","#AF0B0B"
"1800","49.1","#AF0B0B"
"1850","49.1","#AF0B0B"
"1900","49","#AF0B0B"
"1950","49","#AF0B0B"
"2000","49","#AF0B0B"
"2050","49","#AF0B0B"
"2100","50.8","#AF0B0B"
"2150","48.7","#AF0B0B"
"2200","49","#AF0B0B"
"2250","49","#AF0B0B"
"2300","49","#AF0B0B"
"2350","48.7","#AF0B0B"
"2400","49","#AF0B0B"
"2450","49.4","#AF0B0B"
"2500","49","#AF0B0B"
"2550","49.1","#AF0B0B"
"2600","49","#AF0B0B"
"2650","48.7","#AF0B0B"
"2700","49","#AF0B0B"
"2750","49","#AF0B0B"
"2800","48.7","#AF0B0B"
"2850","48.7","#AF0B0B"
"2900","48.7","#AF0B0B"
"2950","49","#AF0B0B"
"3000","49.4","#AF0B0B"
"3050","48.7","#AF0B0B"
"3100","49","#AF0B0B"
"3150","48.7","#AF0B0B"
"3200","48.7","#AF0B0B"
"3250","48.7","#AF0B0B"
"3300","49.1","#AF0B0B"
"3350","48.7","#AF0B0B"
"3400","48.7","#AF0B0B"
"3450","49","#AF0B0B"
"3500","49","#AF0B0B"
"3550","49","#AF0B0B"
"3600","48.7","#AF0B0B"
"3650","48.7","#AF0B0B"
"3700","49","#AF0B0B"
"3750","49","#AF0B0B"
"3800","48.7","#AF0B0B"
"3850","49","#AF0B0B"
"3900","49","#AF0B0B"
"3950","49","#AF0B0B"
"4000","49","#AF0B0B"
"4050","49","#AF0B0B"
"4100","49","#AF0B0B"
"4150","49","#AF0B0B"
"4200","49.7","#AF0B0B"
"4250","48.7","#AF0B0B"
"4300","48.7","#AF0B0B"
"4350","48.7","#AF0B0B"
"4400","48.7","#AF0B0B"
"4450","49","#AF0B0B"
"4500","49.4","#AF0B0B"
"4550","48.7","#AF0B0B"
"4600","49","#AF0B0B"
"4650","48.7","#AF0B0B"
"4700","49","#AF0B0B"
"4750","49","#AF0B0B"
"4800","49","#AF0B0B"
"4850","49","#AF0B0B"
"4900","48.7","#AF0B0B"
"4950","49","#AF0B0B"
"5000","49","#AF0B0B"
"5050","48.7","#AF0B0B"
"5100","48.7","#AF0B0B"
"5150","48.7","#AF0B0B"
"5200","49","#AF0B0B"
"5250","48.7","#AF0B0B"
"5300","48.7","#AF0B0B"
"5350","49","#AF0B0B"
"5400","49","#AF0B0B"
"5450","49","#AF0B0B"
"5500","48.7","#AF0B0B"
"5550","49","#AF0B0B"
"5600","47","#AF0B0B"
"5650","49","#AF0B0B"
"5700","48.7","#AF0B0B"
