"count","volt","lineColor"
"0","3176","#AF0B0B"
"50","3175","#AF0B0B"
"100","3177","#AF0B0B"
"150","3175","#AF0B0B"
"200","3176","#AF0B0B"
"250","3154","#AF0B0B"
"300","3251","#AF0B0B"
"350","3251","#AF0B0B"
"400","3251","#AF0B0B"
"450","3251","#AF0B0B"
"500","3251","#AF0B0B"
"550","3253","#AF0B0B"
"600","3251","#AF0B0B"
"650","3252","#AF0B0B"
"700","3253","#AF0B0B"
"750","3251","#AF0B0B"
"800","3251","#AF0B0B"
"850","3251","#AF0B0B"
"900","3251","#AF0B0B"
"950","3251","#AF0B0B"
"1000","3251","#AF0B0B"
"1050","3252","#AF0B0B"
"1100","3251","#AF0B0B"
"1150","3251","#AF0B0B"
"1200","3251","#AF0B0B"
"1250","3251","#AF0B0B"
"1300","3251","#AF0B0B"
"1350","3252","#AF0B0B"
"1400","3251","#AF0B0B"
"1450","3251","#AF0B0B"
"1500","3251","#AF0B0B"
"1550","3251","#AF0B0B"
"1600","3252","#AF0B0B"
"1650","3251","#AF0B0B"
"1700","3251","#AF0B0B"
"1750","3252","#AF0B0B"
"1800","3252","#AF0B0B"
"1850","3252","#AF0B0B"
"1900","3251","#AF0B0B"
"1950","3251","#AF0B0B"
"2000","3251","#AF0B0B"
"2050","3251","#AF0B0B"
"2100","3241","#AF0B0B"
"2150","3252","#AF0B0B"
"2200","3251","#AF0B0B"
"2250","3251","#AF0B0B"
"2300","3251","#AF0B0B"
"2350","3252","#AF0B0B"
"2400","3251","#AF0B0B"
"2450","3252","#AF0B0B"
"2500","3251","#AF0B0B"
"2550","3252","#AF0B0B"
"2600","3251","#AF0B0B"
"2650","3251","#AF0B0B"
"2700","3251","#AF0B0B"
"2750","3251","#AF0B0B"
"2800","3251","#AF0B0B"
"2850","3251","#AF0B0B"
"2900","3251","#AF0B0B"
"2950","3251","#AF0B0B"
"3000","3251","#AF0B0B"
"3050","3251","#AF0B0B"
"3100","3251","#AF0B0B"
"3150","3251","#AF0B0B"
"3200","3251","#AF0B0B"
"3250","3251","#AF0B0B"
"3300","3252","#AF0B0B"
"3350","3251","#AF0B0B"
"3400","3251","#AF0B0B"
"3450","3251","#AF0B0B"
"3500","3251","#AF0B0B"
"3550","3251","#AF0B0B"
"3600","3251","#AF0B0B"
"3650","3251","#AF0B0B"
"3700","3251","#AF0B0B"
"3750","3251","#AF0B0B"
"3800","3252","#AF0B0B"
"3850","3251","#AF0B0B"
"3900","3251","#AF0B0B"
"3950","3251","#AF0B0B"
"4000","3251","#AF0B0B"
