80,0
4	226.27,190,245.1	72.28,60.2,78.5	3131.47,3121,3157	3850
5	228.04,217.6,250.7	72.85,69.4,80.3	3130.75,3116,3137	1000
6	233.97,221.6,237.5	74.85,70.7,76	3126.50,3123,3135	300
7	49.65,38.5,208.3	15.35,11.9,66.3	3238.56,3143,3240	10000
8	226.01,145,243.7	72.21,45.6,78.1	3131.27,3120,3180	3850
9	230.23,219.3,254.6	73.60,70,81.8	3129.00,3113,3137	1000
10	235.38,223.6,240.8	75.35,71.4,77.2	3124.67,3120,3133	300
11	49.44,42.1,160.9	15.28,13,50.8	3238.72,3168,3241	10000
12	225.50,144.4,241.4	72.04,45.4,77.3	3131.64,3121,3181	3850
13	230.80,217.2,252.7	73.81,69.3,80.9	3127.90,3114,3137	1000
14	236.83,234.3,238.9	75.82,75,76.5	3124.50,3123,3128	300
15	49.15,38.8,118.1	15.19,12,37	3238.76,3192,3241	10000
16	227.39,193.2,243.6	72.66,61.3,78.1	3130.45,3119,3152	3800
17	229.15,219.9,249	73.22,70.2,79.8	3130.50,3121,3136	1000
18	236.80,230.2,238.9	75.80,73.5,76.5	3125.00,3123,3133	300
19	49.58,45.3,200.1	15.33,14,63.6	3238.61,3147,3240	10000
20	226.08,121.2,243.8	72.24,37.9,78.1	3131.10,3119,3198	3850
21	229.10,219,252.5	73.20,69.8,80.8	3130.43,3119,3138	1050
22	238.78,237.5,240.7	76.46,76,77.1	3123.40,3122,3125	250
23	49.91,48.5,251.6	15.43,15,80.7	3238.45,3118,3241	10000
80,5
2	225.11,79.6,242.9	71.93,24.7,77.9	3131.37,3116,3225	3950
3	233.81,219.5,260.3	74.78,70,83.6	3127.75,3114,3137	1000
4	236.23,231,238.9	75.63,73.9,76.5	3124.17,3123,3126	300
5	49.88,40.5,253.6	15.42,12.5,81.4	3238.42,3116,3241	10000
6	225.27,55.7,247.9	71.99,17.2,79.8	3131.32,3107,3239	3900
7	233.89,219.5,312.4	74.84,70.1,101	3126.65,3094,3139	1000
8	234.87,228.5,237.3	75.17,73,76	3125.33,3123,3131	300
9	49.92,48.5,237.1	15.43,15,75.9	3238.41,3124,3240	10050
10	227.74,215.5,248.3	72.78,68.7,79.6	3129.94,3119,3139	3900
11	233.40,219.7,264.1	74.73,70.1,85.6	3124.25,3086,3135	1000
