"count","volt","lineColor"
"0","3097","#AF0B0B"
"50","3106","#AF0B0B"
"100","3068","#AF0B0B"
"150","3117","#AF0B0B"
"200","3111","#AF0B0B"
"250","3120","#AF0B0B"
"300","3124","#AF0B0B"
"350","3098","#AF0B0B"
"400","3111","#AF0B0B"
"450","3093","#AF0B0B"
"500","3119","#AF0B0B"
"550","3108","#AF0B0B"
"600","3122","#AF0B0B"
"650","3107","#AF0B0B"
"700","3125","#AF0B0B"
"750","3122","#AF0B0B"
"800","3103","#AF0B0B"
"850","3121","#AF0B0B"
"900","3113","#AF0B0B"
"950","3121","#AF0B0B"
"1000","3115","#AF0B0B"
"1050","3111","#AF0B0B"
"1100","3111","#AF0B0B"
"1150","3113","#AF0B0B"
"1200","3112","#AF0B0B"
"1250","3112","#AF0B0B"
"1300","3201","#076969"
"1350","3236","#076969"
"1400","3238","#076969"
"1450","3235","#076969"
"1500","3236","#076969"
"1550","3236","#076969"
"1600","3236","#076969"
"1650","3236","#076969"
"1700","3236","#076969"
"1750","3235","#076969"
"1800","3237","#076969"
"1850","3237","#076969"
"1900","3238","#076969"
"1950","3235","#076969"
"2000","3236","#076969"
"2050","3238","#076969"
"2100","3237","#076969"
"2150","3236","#076969"
"2200","3238","#076969"
"2250","3235","#076969"
"2300","3237","#076969"
"2350","3236","#076969"
"2400","3237","#076969"
"2450","3236","#076969"
"2500","3236","#076969"
"2550","3237","#076969"
"2600","3235","#076969"
"2650","3236","#076969"
"2700","3236","#076969"
"2750","3237","#076969"
"2800","3235","#076969"
"2850","3236","#076969"
"2900","3236","#076969"
"2950","3236","#076969"
"3000","3235","#076969"
"3050","3238","#076969"
"3100","3236","#076969"
"3150","3236","#076969"
"3200","3238","#076969"
"3250","3236","#076969"
"3300","3236","#076969"
"3350","3235","#076969"
"3400","3236","#076969"
"3450","3235","#076969"
"3500","3235","#076969"
"3550","3236","#076969"
"3600","3237","#076969"
"3650","3236","#076969"
"3700","3236","#076969"
"3750","3235","#076969"
"3800","3236","#076969"
"3850","3236","#076969"
"3900","3236","#076969"
"3950","3238","#076969"
"4000","3235","#076969"
"4050","3235","#076969"
