"count","curr","lineColor"
"0","75.3","#AF0B0B"
"16","75.4","#AF0B0B"
"32","75.3","#AF0B0B"
"48","75.9","#AF0B0B"
"64","75.6","#AF0B0B"
"80","76.7","#AF0B0B"
"96","75.2","#AF0B0B"
"112","75.4","#AF0B0B"
"128","76","#AF0B0B"
"144","76.5","#AF0B0B"
"160","75.1","#AF0B0B"
"176","75.7","#AF0B0B"
"192","75.7","#AF0B0B"
"208","76.1","#AF0B0B"
"224","75.4","#AF0B0B"
"240","75.7","#AF0B0B"
"256","75.8","#AF0B0B"
"272","74.2","#AF0B0B"
"288","75.4","#AF0B0B"
"304","75.4","#AF0B0B"
"320","75.8","#AF0B0B"
"336","76.1","#AF0B0B"
"352","77.2","#AF0B0B"
"368","75.1","#AF0B0B"
"384","75.4","#AF0B0B"
"400","76.2","#AF0B0B"
"416","76.6","#AF0B0B"
"432","75.6","#AF0B0B"
"448","75.6","#AF0B0B"
"464","75.8","#AF0B0B"
"480","77.1","#AF0B0B"
"496","75.8","#AF0B0B"
"512","75.6","#AF0B0B"
"528","76","#AF0B0B"
"544","75.8","#AF0B0B"
"560","71.2","#AF0B0B"
"576","69.8","#AF0B0B"
"592","69.7","#AF0B0B"
"608","69.6","#AF0B0B"
"624","69.4","#AF0B0B"
"640","69.8","#AF0B0B"
"656","69.4","#AF0B0B"
"672","69.5","#AF0B0B"
"688","68.7","#AF0B0B"
"704","70.2","#AF0B0B"
"720","69.3","#AF0B0B"
"736","69","#AF0B0B"
"752","68.6","#AF0B0B"
"768","69.3","#AF0B0B"
"784","68.7","#AF0B0B"
"800","68.7","#AF0B0B"
"816","68.9","#AF0B0B"
"832","68.8","#AF0B0B"
"848","73.6","#AF0B0B"
"864","69.6","#AF0B0B"
"880","68.8","#AF0B0B"
"896","69.4","#AF0B0B"
"912","69.3","#AF0B0B"
"928","69.3","#AF0B0B"
"944","69.3","#AF0B0B"
"960","69.4","#AF0B0B"
"976","69.3","#AF0B0B"
"992","68.8","#AF0B0B"
"1008","74.7","#AF0B0B"
"1024","69.1","#AF0B0B"
"1040","68.8","#AF0B0B"
"1056","68.9","#AF0B0B"
"1072","68.7","#AF0B0B"
"1088","69","#AF0B0B"
"1104","68.8","#AF0B0B"
"1120","69","#AF0B0B"
"1136","69.5","#AF0B0B"
"1152","73.2","#AF0B0B"
"1168","70.1","#AF0B0B"
"1184","69.6","#AF0B0B"
"1200","69.5","#AF0B0B"
"1216","69.5","#AF0B0B"
"1232","69.8","#AF0B0B"
"1248","69.8","#AF0B0B"
"1264","69.7","#AF0B0B"
"1280","68.9","#AF0B0B"
"1296","68.7","#AF0B0B"
"1312","72.5","#AF0B0B"
"1328","69.6","#AF0B0B"
"1344","69.8","#AF0B0B"
"1360","69.4","#AF0B0B"
"1376","69.8","#AF0B0B"
"1392","69.8","#AF0B0B"
"1408","69.6","#AF0B0B"
"1424","69.4","#AF0B0B"
"1440","69.1","#AF0B0B"
"1456","69.7","#AF0B0B"
"1472","69","#AF0B0B"
"1488","68.5","#AF0B0B"
"1504","68.9","#AF0B0B"
"1520","69","#AF0B0B"
"1536","69","#AF0B0B"
"1552","68.9","#AF0B0B"
"1568","69","#AF0B0B"
"1584","69.4","#AF0B0B"
"1600","69.3","#AF0B0B"
"1616","70.2","#AF0B0B"
"1632","69.1","#AF0B0B"
"1648","69.1","#AF0B0B"
"1664","68.9","#AF0B0B"
"1680","69.1","#AF0B0B"
"1696","68.7","#AF0B0B"
"1712","69.2","#AF0B0B"
"1728","68.8","#AF0B0B"
"1744","69","#AF0B0B"
"1760","70","#AF0B0B"
"1776","69.7","#AF0B0B"
"1792","69.5","#AF0B0B"
"1808","69.5","#AF0B0B"
"1824","69.6","#AF0B0B"
"1840","69.4","#AF0B0B"
"1856","69.5","#AF0B0B"
"1872","69.7","#AF0B0B"
"1888","69.2","#AF0B0B"
"1904","68.8","#AF0B0B"
"1920","73.5","#AF0B0B"
"1936","68.9","#AF0B0B"
"1952","68.6","#AF0B0B"
"1968","68.8","#AF0B0B"
"1984","69.1","#AF0B0B"
"2000","69","#AF0B0B"
"2016","68.7","#AF0B0B"
"2032","69","#AF0B0B"
"2048","68.7","#AF0B0B"
"2064","73.1","#AF0B0B"
"2080","69","#AF0B0B"
"2096","69.3","#AF0B0B"
"2112","68.6","#AF0B0B"
"2128","69.1","#AF0B0B"
"2144","68.8","#AF0B0B"
"2160","69","#AF0B0B"
"2176","69","#AF0B0B"
"2192","69","#AF0B0B"
"2208","69","#AF0B0B"
"2224","71.5","#AF0B0B"
"2240","69.5","#AF0B0B"
"2256","69.3","#AF0B0B"
"2272","69.5","#AF0B0B"
"2288","69.7","#AF0B0B"
"2304","69.4","#AF0B0B"
"2320","69.7","#AF0B0B"
"2336","69.3","#AF0B0B"
"2352","69","#AF0B0B"
"2368","71.2","#AF0B0B"
"2384","69.6","#AF0B0B"
