"count","curr","lineColor"
"0","72.2","#AF0B0B"
"16","79.8","#AF0B0B"
"32","78.6","#AF0B0B"
"48","82.7","#AF0B0B"
"64","72.9","#AF0B0B"
"80","69.8","#AF0B0B"
"96","74.2","#AF0B0B"
"112","70.8","#AF0B0B"
"128","73.7","#AF0B0B"
"144","73","#AF0B0B"
"160","73.1","#AF0B0B"
"176","70.7","#AF0B0B"
"192","72.6","#AF0B0B"
"208","74.7","#AF0B0B"
"224","70.7","#AF0B0B"
"240","74.3","#AF0B0B"
"256","74.5","#AF0B0B"
"272","71.4","#AF0B0B"
"288","75","#AF0B0B"
"304","71.7","#AF0B0B"
"320","74.3","#AF0B0B"
"336","71.8","#AF0B0B"
"352","75.1","#AF0B0B"
"368","71.3","#AF0B0B"
"384","75.8","#AF0B0B"
"400","75.8","#AF0B0B"
"416","71.9","#AF0B0B"
"432","70.2","#AF0B0B"
"448","70.8","#AF0B0B"
"464","74.7","#AF0B0B"
"480","72.8","#AF0B0B"
"496","74.5","#AF0B0B"
"512","71.2","#AF0B0B"
"528","72.2","#AF0B0B"
"544","73.7","#AF0B0B"
"560","70.5","#AF0B0B"
"576","72.8","#AF0B0B"
"592","71.3","#AF0B0B"
"608","70.9","#AF0B0B"
"624","74","#AF0B0B"
"640","71.1","#AF0B0B"
"656","74.6","#AF0B0B"
"672","76.2","#AF0B0B"
"688","71.2","#AF0B0B"
"704","72.6","#AF0B0B"
"720","73.3","#AF0B0B"
"736","73.1","#AF0B0B"
"752","71.1","#AF0B0B"
"768","71.4","#AF0B0B"
"784","70","#AF0B0B"
"800","70.7","#AF0B0B"
"816","72.7","#AF0B0B"
"832","74.1","#AF0B0B"
"848","70.5","#AF0B0B"
"864","70.9","#AF0B0B"
"880","71.9","#AF0B0B"
"896","70","#AF0B0B"
"912","72.5","#AF0B0B"
"928","72","#AF0B0B"
"944","70.7","#AF0B0B"
"960","70.6","#AF0B0B"
"976","71.5","#AF0B0B"
"992","72.1","#AF0B0B"
"1008","77.8","#AF0B0B"
"1024","77.9","#AF0B0B"
"1040","77.9","#AF0B0B"
"1056","78.8","#AF0B0B"
"1072","77.4","#AF0B0B"
"1088","77.7","#AF0B0B"
"1104","80.6","#AF0B0B"
"1120","78.4","#AF0B0B"
"1136","78.9","#AF0B0B"
"1152","77.4","#AF0B0B"
"1168","78","#AF0B0B"
"1184","77.8","#AF0B0B"
"1200","78","#AF0B0B"
