"count","volt","lineColor"
"0","2983","#AF0B0B"
"50","2967","#AF0B0B"
"100","2865","#AF0B0B"
"150","2967","#AF0B0B"
"200","2979","#AF0B0B"
"250","2998","#AF0B0B"
"300","2924","#AF0B0B"
"350","2925","#AF0B0B"
"400","2975","#AF0B0B"
"450","2952","#AF0B0B"
"500","2961","#AF0B0B"
"550","2954","#AF0B0B"
"600","2994","#AF0B0B"
"650","2984","#AF0B0B"
"700","2979","#AF0B0B"
"750","2968","#AF0B0B"
"800","2998","#AF0B0B"
"850","2984","#AF0B0B"
"900","2964","#AF0B0B"
"950","2997","#AF0B0B"
"1000","2984","#AF0B0B"
"1050","2982","#AF0B0B"
"1100","2988","#AF0B0B"
"1150","2984","#AF0B0B"
"1200","2986","#AF0B0B"
"1250","2986","#AF0B0B"
"1300","2946","#076969"
"1350","3198","#076969"
"1400","3198","#076969"
"1450","3198","#076969"
"1500","3199","#076969"
"1550","3198","#076969"
"1600","3199","#076969"
"1650","3199","#076969"
"1700","3198","#076969"
"1750","3197","#076969"
"1800","3199","#076969"
"1850","3198","#076969"
"1900","3199","#076969"
"1950","3198","#076969"
"2000","3198","#076969"
"2050","3199","#076969"
"2100","3199","#076969"
"2150","3199","#076969"
"2200","3199","#076969"
"2250","3198","#076969"
"2300","3199","#076969"
"2350","3199","#076969"
"2400","3198","#076969"
"2450","3199","#076969"
"2500","3199","#076969"
"2550","3199","#076969"
"2600","3198","#076969"
"2650","3198","#076969"
"2700","3198","#076969"
"2750","3199","#076969"
"2800","3199","#076969"
"2850","3199","#076969"
"2900","3199","#076969"
"2950","3199","#076969"
"3000","3198","#076969"
"3050","3199","#076969"
"3100","3199","#076969"
"3150","3199","#076969"
"3200","3199","#076969"
"3250","3199","#076969"
"3300","3198","#076969"
"3350","3199","#076969"
"3400","3197","#076969"
"3450","3198","#076969"
"3500","3199","#076969"
"3550","3199","#076969"
"3600","3198","#076969"
"3650","3198","#076969"
"3700","3197","#076969"
"3750","3199","#076969"
"3800","3199","#076969"
"3850","3199","#076969"
"3900","3199","#076969"
"3950","3198","#076969"
"4000","3199","#076969"
"4050","3199","#076969"
"4100","3199","#076969"
"4150","3199","#076969"
"4200","3198","#076969"
"4250","3198","#076969"
"4300","3199","#076969"
"4350","3199","#076969"
"4400","3199","#076969"
"4450","3198","#076969"
"4500","3198","#076969"
"4550","3199","#076969"
"4600","3199","#076969"
"4650","3199","#076969"
"4700","3199","#076969"
"4750","3199","#076969"
"4800","3199","#076969"
"4850","3198","#076969"
"4900","3198","#076969"
"4950","3199","#076969"
"5000","3199","#076969"
"5050","3198","#076969"
"5100","3199","#076969"
"5150","3199","#076969"
"5200","3199","#076969"
"5250","3199","#076969"
"5300","3198","#076969"
"5350","3198","#076969"
"5400","3199","#076969"
"5450","3199","#076969"
