"count","pow","lineColor"
"0","291.8","#AF0B0B"
"50","224.7","#AF0B0B"
"100","239.1","#AF0B0B"
"150","231.4","#AF0B0B"
"200","275.4","#AF0B0B"
"250","228.6","#AF0B0B"
"300","237.1","#AF0B0B"
"350","257.8","#AF0B0B"
"400","276.1","#AF0B0B"
"450","224.1","#AF0B0B"
"500","225.5","#AF0B0B"
"550","231","#AF0B0B"
"600","228.8","#AF0B0B"
"650","215.9","#AF0B0B"
"700","226.7","#AF0B0B"
"750","236.9","#AF0B0B"
"800","244.2","#AF0B0B"
"850","226.2","#AF0B0B"
"900","228.4","#AF0B0B"
"950","231.4","#AF0B0B"
"1000","237.5","#AF0B0B"
"1050","236.6","#AF0B0B"
"1100","235.3","#AF0B0B"
"1150","237.5","#AF0B0B"
"1200","235.8","#AF0B0B"
"1250","235.8","#AF0B0B"
"1300","194.3","#076969"
"1350","50.7","#076969"
"1400","50.7","#076969"
"1450","50.7","#076969"
"1500","50.7","#076969"
"1550","50.4","#076969"
"1600","50.4","#076969"
"1650","50","#076969"
"1700","50.4","#076969"
"1750","50.7","#076969"
"1800","50.7","#076969"
"1850","50.4","#076969"
"1900","50.7","#076969"
"1950","50.4","#076969"
"2000","50.7","#076969"
"2050","50.4","#076969"
"2100","50.7","#076969"
"2150","51","#076969"
"2200","50.4","#076969"
"2250","50.7","#076969"
"2300","50.4","#076969"
"2350","50.7","#076969"
"2400","50.4","#076969"
"2450","50.4","#076969"
"2500","50.7","#076969"
"2550","50.4","#076969"
"2600","50.4","#076969"
"2650","50.4","#076969"
"2700","50.4","#076969"
"2750","50.1","#076969"
"2800","50.7","#076969"
"2850","50.4","#076969"
"2900","50.4","#076969"
"2950","50.4","#076969"
"3000","50.4","#076969"
"3050","51","#076969"
"3100","50.7","#076969"
"3150","50.4","#076969"
"3200","50.7","#076969"
"3250","50","#076969"
"3300","50.7","#076969"
"3350","50.7","#076969"
"3400","50.4","#076969"
"3450","50.4","#076969"
"3500","50.4","#076969"
"3550","50.4","#076969"
"3600","50.4","#076969"
"3650","50.4","#076969"
"3700","50.4","#076969"
"3750","50.4","#076969"
"3800","51","#076969"
"3850","50.4","#076969"
"3900","50.7","#076969"
"3950","50.4","#076969"
"4000","50.4","#076969"
"4050","50.7","#076969"
"4100","50.4","#076969"
"4150","50.4","#076969"
"4200","50.4","#076969"
"4250","50.4","#076969"
"4300","50.4","#076969"
"4350","50.7","#076969"
"4400","50.7","#076969"
"4450","50.4","#076969"
"4500","50.4","#076969"
"4550","50.4","#076969"
"4600","50.4","#076969"
"4650","50.4","#076969"
"4700","51","#076969"
"4750","50.4","#076969"
"4800","50.4","#076969"
"4850","50.4","#076969"
"4900","50.7","#076969"
"4950","50.4","#076969"
"5000","50.4","#076969"
"5050","50.4","#076969"
"5100","50.4","#076969"
"5150","50.4","#076969"
"5200","50.4","#076969"
"5250","50.4","#076969"
"5300","50.4","#076969"
"5350","50.4","#076969"
"5400","51.3","#076969"
"5450","50.4","#076969"
"5500","51","#076969"
"5550","50.4","#076969"
"5600","50.4","#076969"
"5650","50.4","#076969"
"5700","50.4","#076969"
"5750","50.4","#076969"
"5800","50.4","#076969"
"5850","50.4","#076969"
"5900","50.4","#076969"
"5950","50.4","#076969"
"6000","50.4","#076969"
"6050","50.7","#076969"
"6100","50.4","#076969"
"6150","50.4","#076969"
"6200","50.4","#076969"
"6250","50.4","#076969"
"6300","49.6","#076969"
"6350","50.4","#076969"
"6400","50.4","#076969"
"6450","50","#076969"
"6500","50.4","#076969"
"6550","50.7","#076969"
"6600","50","#076969"
"6650","50.4","#076969"
"6700","50.4","#076969"
"6750","50.4","#076969"
"6800","50.4","#076969"
"6850","50.4","#076969"
"6900","50.4","#076969"
"6950","50.4","#076969"
"7000","50.4","#076969"
"7050","50.7","#076969"
"7100","50.4","#076969"
"7150","50.4","#076969"
"7200","50.4","#076969"
"7250","50.4","#076969"
"7300","50.4","#076969"
"7350","50.4","#076969"
"7400","50","#076969"
"7450","50","#076969"
"7500","50.4","#076969"
"7550","50","#076969"
"7600","50.4","#076969"
"7650","50.4","#076969"
"7700","50.4","#076969"
"7750","50.4","#076969"
"7800","50.4","#076969"
"7850","50.4","#076969"
"7900","50.7","#076969"
"7950","50.7","#076969"
"8000","50.4","#076969"
"8050","50.4","#076969"
"8100","49.7","#076969"
"8150","50.4","#076969"
"8200","50.4","#076969"
"8250","50.4","#076969"
"8300","50.4","#076969"
"8350","50.7","#076969"
"8400","50.4","#076969"
"8450","50.4","#076969"
"8500","50.4","#076969"
"8550","50","#076969"
"8600","50.4","#076969"
"8650","50.7","#076969"
"8700","50.7","#076969"
"8750","50.4","#076969"
"8800","50.4","#076969"
"8850","50.4","#076969"
"8900","50.4","#076969"
"8950","50.4","#076969"
"9000","50.4","#076969"
"9050","50.4","#076969"
"9100","50","#076969"
"9150","50.4","#076969"
"9200","50.7","#076969"
"9250","50.4","#076969"
"9300","50.4","#076969"
"9350","50.4","#076969"
"9400","50.4","#076969"
"9450","50.4","#076969"
"9500","51","#076969"
"9550","50.4","#076969"
"9600","50.4","#076969"
"9650","50.4","#076969"
"9700","50.7","#076969"
"9750","50.4","#076969"
"9800","50","#076969"
"9850","50.7","#076969"
"9900","50.4","#076969"
"9950","50.4","#076969"
"10000","50.4","#076969"
"10050","50.4","#076969"
"10100","50.4","#076969"
"10150","50.4","#076969"
"10200","50.4","#076969"
"10250","50","#076969"
"10300","50.4","#076969"
"10350","50.7","#076969"
"10400","50.7","#076969"
"10450","50.4","#076969"
"10500","50.4","#076969"
"10550","50","#076969"
"10600","50.4","#076969"
"10650","50.4","#076969"
"10700","50.4","#076969"
"10750","50.4","#076969"
"10800","50.4","#076969"
"10850","50.7","#076969"
"10900","50.4","#076969"
"10950","50.4","#076969"
"11000","50.4","#076969"
"11050","50.4","#076969"
"11100","50.4","#076969"
"11150","50.7","#076969"
"11200","50.4","#076969"
"11250","50.4","#076969"
"11300","170","#AF550B"
"11350","237.1","#AF550B"
"11400","238.6","#AF550B"
"11450","232.8","#AF550B"
"11500","237.8","#AF550B"
"11550","240.3","#AF550B"
"11600","240.9","#AF550B"
"11650","236.4","#AF550B"
"11700","237.6","#AF550B"
"11750","236.6","#AF550B"
"11800","237.9","#AF550B"
"11850","237.5","#AF550B"
"11900","237.1","#AF550B"
"11950","219","#AF550B"
"12000","214","#AF550B"
"12050","214.6","#AF550B"
"12100","228","#AF550B"
"12150","213.4","#AF550B"
"12200","214.2","#AF550B"
"12250","233.7","#AF550B"
"12300","214.3","#AF550B"
"12350","213.2","#AF550B"
"12400","246.8","#AF550B"
"12450","214.1","#AF550B"
"12500","213.5","#AF550B"
"12550","215.7","#AF550B"
"12600","214","#AF550B"
"12650","214","#AF550B"
"12700","214.9","#AF550B"
"12750","214.9","#AF550B"
"12800","215.2","#AF550B"
"12850","213","#AF550B"
"12900","212.8","#AF550B"
"12950","213.2","#AF550B"
"13000","213.5","#AF550B"
"13050","212.6","#AF550B"
"13100","213.9","#AF550B"
"13150","212.9","#AF550B"
"13200","212.2","#AF550B"
"13250","213.6","#AF550B"
"13300","215.8","#AF550B"
"13350","214.6","#AF550B"
"13400","215.7","#AF550B"
"13450","215.5","#AF550B"
"13500","214.3","#AF550B"
"13550","214.3","#AF550B"
"13600","216.9","#AF550B"
"13650","214.7","#AF550B"
"13700","214.4","#AF550B"
"13750","216.1","#AF550B"
"13800","214.6","#AF550B"
"13850","214.9","#AF550B"
"13900","215.1","#AF550B"
"13950","212.4","#AF550B"
"14000","211.9","#AF550B"
"14050","230.1","#AF550B"
"14100","236.3","#AF550B"
"14150","235.5","#AF550B"
"14200","235.8","#AF550B"
"14250","235.5","#AF550B"
"14300","236.1","#AF550B"
"14350","235.5","#AF550B"
"14400","236","#AF550B"
"14450","234.6","#AF550B"
"14500","235.5","#AF550B"
"14550","234.6","#AF550B"
"14600","235.5","#AF550B"
"14650","235.7","#AF550B"
"14700","235.8","#AF550B"
"14750","235.2","#AF550B"
"14800","235.5","#AF550B"
"14850","235.2","#AF550B"
"14900","236.1","#AF550B"
"14950","237","#AF550B"
"15000","239.4","#AF550B"
"15050","236.1","#AF550B"
"15100","241.1","#AF550B"
"15150","215.3","#AF550B"
"15200","255.8","#098C09"
"15250","263.4","#098C09"
"15300","246.4","#098C09"
"15350","285","#098C09"
"15400","229.8","#098C09"
"15450","261.4","#098C09"
"15500","233.7","#098C09"
"15550","230.5","#098C09"
"15600","237.7","#098C09"
"15650","217.8","#098C09"
"15700","236.8","#098C09"
"15750","217.6","#098C09"
"15800","217.8","#098C09"
"15850","223.3","#098C09"
"15900","226.4","#098C09"
"15950","231.8","#098C09"
"16000","239.2","#098C09"
"16050","231.2","#098C09"
"16100","228.8","#098C09"
"16150","228.8","#098C09"
"16200","254.5","#AF0B0B"
"16250","237.4","#AF0B0B"
"16300","240.4","#AF0B0B"
"16350","237.5","#AF0B0B"
"16400","237.2","#AF0B0B"
"16450","239.4","#AF0B0B"
"16500","237.9","#076969"
"16550","52.6","#076969"
"16600","50.7","#076969"
"16650","50.4","#076969"
"16700","51","#076969"
"16750","50.7","#076969"
"16800","50.7","#076969"
"16850","50.4","#076969"
"16900","50.7","#076969"
"16950","51.3","#076969"
"17000","50.7","#076969"
"17050","50.4","#076969"
"17100","50.4","#076969"
"17150","50.4","#076969"
"17200","51","#076969"
"17250","50.4","#076969"
"17300","50.7","#076969"
"17350","50.4","#076969"
"17400","39.8","#076969"
"17450","50.7","#076969"
"17500","50.4","#076969"
"17550","50","#076969"
"17600","50.7","#076969"
"17650","50","#076969"
"17700","51","#076969"
"17750","50.4","#076969"
"17800","50.7","#076969"
"17850","50.4","#076969"
"17900","50.4","#076969"
"17950","50.4","#076969"
"18000","50.4","#076969"
"18050","50.4","#076969"
"18100","50.4","#076969"
"18150","50.4","#076969"
"18200","49.7","#076969"
"18250","50.4","#076969"
"18300","51","#076969"
"18350","50.7","#076969"
"18400","50.4","#076969"
"18450","50.4","#076969"
"18500","50.4","#076969"
"18550","50.4","#076969"
"18600","50.7","#076969"
"18650","50.4","#076969"
"18700","50.4","#076969"
"18750","50.7","#076969"
"18800","50.4","#076969"
"18850","50.7","#076969"
"18900","50.4","#076969"
"18950","50.4","#076969"
"19000","50.4","#076969"
"19050","50.4","#076969"
"19100","50.4","#076969"
"19150","50","#076969"
"19200","50.4","#076969"
"19250","50.4","#076969"
"19300","50.4","#076969"
"19350","51","#076969"
"19400","50.4","#076969"
"19450","50.4","#076969"
"19500","50.4","#076969"
"19550","50.4","#076969"
"19600","50.7","#076969"
"19650","50.4","#076969"
"19700","50.4","#076969"
"19750","50.4","#076969"
"19800","50.4","#076969"
"19850","50.7","#076969"
"19900","50.4","#076969"
"19950","50.4","#076969"
"20000","50.4","#076969"
"20050","50.4","#076969"
"20100","50.7","#076969"
"20150","50.4","#076969"
"20200","50.4","#076969"
"20250","50.4","#076969"
"20300","50","#076969"
"20350","50","#076969"
"20400","50.4","#076969"
"20450","50.4","#076969"
"20500","50.4","#076969"
"20550","50.7","#076969"
"20600","50.4","#076969"
"20650","50.4","#076969"
"20700","50.4","#076969"
"20750","50.4","#076969"
"20800","50.4","#076969"
"20850","50.4","#076969"
"20900","50.4","#076969"
"20950","50.4","#076969"
"21000","51","#076969"
"21050","50.7","#076969"
"21100","50.4","#076969"
"21150","50.4","#076969"
"21200","50.4","#076969"
"21250","50.4","#076969"
"21300","50.4","#076969"
"21350","50.7","#076969"
"21400","50.4","#076969"
"21450","50.4","#076969"
"21500","50.7","#076969"
"21550","50.4","#076969"
"21600","50.4","#076969"
"21650","50.4","#076969"
"21700","50.4","#076969"
"21750","50.4","#076969"
"21800","50.4","#076969"
"21850","50","#076969"
"21900","50","#076969"
"21950","50.4","#076969"
"22000","50.7","#076969"
"22050","50","#076969"
"22100","50.4","#076969"
"22150","50.4","#076969"
"22200","50.4","#076969"
"22250","50.4","#076969"
"22300","50.7","#076969"
"22350","50.4","#076969"
"22400","50","#076969"
"22450","50.4","#076969"
"22500","50.4","#076969"
"22550","50.4","#076969"
"22600","50.4","#076969"
"22650","50","#076969"
"22700","50.4","#076969"
"22750","50.4","#076969"
"22800","50.4","#076969"
"22850","50.4","#076969"
"22900","50","#076969"
"22950","50.4","#076969"
"23000","50.4","#076969"
"23050","50.4","#076969"
"23100","50.4","#076969"
"23150","50.4","#076969"
"23200","50.7","#076969"
"23250","50.4","#076969"
"23300","50.4","#076969"
"23350","50.4","#076969"
"23400","50.4","#076969"
"23450","50.7","#076969"
"23500","50.4","#076969"
"23550","49.7","#076969"
"23600","50.4","#076969"
"23650","51","#076969"
"23700","50.4","#076969"
"23750","50.4","#076969"
"23800","50.4","#076969"
"23850","50.4","#076969"
"23900","50.4","#076969"
"23950","50.4","#076969"
"24000","50","#076969"
"24050","50.4","#076969"
"24100","50.4","#076969"
"24150","50.7","#076969"
"24200","50.4","#076969"
"24250","50.4","#076969"
"24300","50.4","#076969"
"24350","50.7","#076969"
"24400","50.4","#076969"
"24450","50.4","#076969"
"24500","50.4","#076969"
"24550","50.3","#076969"
"24600","50.4","#076969"
"24650","50.7","#076969"
"24700","50.4","#076969"
"24750","50.4","#076969"
"24800","50.4","#076969"
"24850","50.4","#076969"
"24900","50.4","#076969"
"24950","50.4","#076969"
"25000","50.4","#076969"
"25050","50.4","#076969"
"25100","51.3","#076969"
"25150","50.4","#076969"
"25200","51","#076969"
"25250","50.4","#076969"
"25300","50.4","#076969"
"25350","50.4","#076969"
"25400","50.4","#076969"
"25450","50","#076969"
"25500","50","#076969"
"25550","50.4","#076969"
"25600","50.4","#076969"
"25650","50","#076969"
"25700","50.3","#076969"
"25750","50.3","#076969"
"25800","50.4","#076969"
"25850","50.4","#076969"
"25900","50.4","#076969"
"25950","50.4","#076969"
"26000","51","#076969"
"26050","50.4","#076969"
"26100","50.4","#076969"
"26150","50.7","#076969"
"26200","49.7","#076969"
"26250","50.4","#076969"
"26300","51","#076969"
"26350","50.4","#076969"
"26400","51.3","#076969"
"26450","50.4","#076969"
"26500","52.2","#AF550B"
"26550","237.5","#AF550B"
"26600","237.2","#AF550B"
"26650","236.9","#AF550B"
"26700","236.4","#AF550B"
"26750","240.3","#AF550B"
"26800","236.9","#AF550B"
"26850","238.1","#AF550B"
"26900","238.2","#AF550B"
"26950","238.6","#AF550B"
"27000","237.8","#AF550B"
"27050","237.8","#AF550B"
"27100","239.3","#AF550B"
"27150","270.1","#AF550B"
"27200","212.6","#AF550B"
"27250","212.8","#AF550B"
"27300","213.9","#AF550B"
"27350","212.9","#AF550B"
"27400","213.3","#AF550B"
"27450","213.8","#AF550B"
"27500","214.7","#AF550B"
"27550","214.3","#AF550B"
"27600","215.7","#AF550B"
"27650","214.9","#AF550B"
"27700","214.6","#AF550B"
"27750","215","#AF550B"
"27800","213.2","#AF550B"
"27850","213","#AF550B"
"27900","215.3","#AF550B"
"27950","212.9","#AF550B"
"28000","213.8","#AF550B"
"28050","214.5","#AF550B"
"28100","212.5","#AF550B"
"28150","212.4","#AF550B"
"28200","215.3","#AF550B"
"28250","214.5","#AF550B"
"28300","214.3","#AF550B"
"28350","216.8","#AF550B"
"28400","214.9","#AF550B"
"28450","214.6","#AF550B"
"28500","245.9","#AF550B"
"28550","215.3","#AF550B"
"28600","214.7","#AF550B"
"28650","228","#AF550B"
"28700","212.9","#AF550B"
"28750","214","#AF550B"
"28800","232.1","#AF550B"
"28850","213.6","#AF550B"
"28900","214.3","#AF550B"
"28950","253.8","#AF550B"
"29000","214.6","#AF550B"
"29050","214.3","#AF550B"
"29100","246.8","#AF550B"
"29150","214","#AF550B"
"29200","214","#AF550B"
"29250","209.1","#AF550B"
"29300","236","#AF550B"
"29350","234.6","#AF550B"
"29400","235","#AF550B"
"29450","235.7","#AF550B"
"29500","235","#AF550B"
"29550","236","#AF550B"
"29600","235.5","#AF550B"
"29650","236","#AF550B"
"29700","235.8","#AF550B"
"29750","235.9","#AF550B"
"29800","235.5","#AF550B"
"29850","235.4","#AF550B"
"29900","235.1","#AF550B"
"29950","235.7","#AF550B"
"30000","234.6","#AF550B"
"30050","235.5","#AF550B"
"30100","235.7","#AF550B"
"30150","236.9","#AF550B"
"30200","237.4","#AF550B"
"30250","237.2","#AF550B"
"30300","257.7","#AF550B"
"30350","215.3","#AF550B"
"30400","239.2","#098C09"
"30450","239.6","#098C09"
"30500","223.3","#098C09"
"30550","256.8","#098C09"
"30600","268","#098C09"
"30650","258.2","#098C09"
"30700","239.1","#098C09"
"30750","307.9","#098C09"
"30800","261.5","#098C09"
"30850","246.9","#098C09"
"30900","232.4","#098C09"
"30950","225","#098C09"
"31000","238.6","#098C09"
"31050","238.5","#098C09"
"31100","221","#098C09"
"31150","223.9","#098C09"
"31200","226.3","#098C09"
"31250","237.3","#098C09"
"31300","220.3","#098C09"
"31350","223.7","#098C09"
"31400","233.8","#AF0B0B"
"31450","236.6","#AF0B0B"
"31500","238.1","#AF0B0B"
"31550","238.7","#AF0B0B"
"31600","239.4","#AF0B0B"
"31650","238.6","#AF0B0B"
"31700","237.9","#AF0B0B"
"31750","149.9","#076969"
"31800","50.7","#076969"
"31850","50.7","#076969"
"31900","50.7","#076969"
"31950","50.7","#076969"
"32000","50.4","#076969"
"32050","50.4","#076969"
"32100","50.4","#076969"
"32150","51","#076969"
"32200","50.7","#076969"
"32250","50.7","#076969"
"32300","50.7","#076969"
"32350","50.7","#076969"
"32400","50.7","#076969"
"32450","50.4","#076969"
"32500","50.4","#076969"
"32550","51.3","#076969"
"32600","50.4","#076969"
"32650","50.7","#076969"
"32700","50.4","#076969"
"32750","50.7","#076969"
"32800","50.7","#076969"
"32850","50.4","#076969"
"32900","50.4","#076969"
"32950","50.7","#076969"
"33000","50.7","#076969"
"33050","50.4","#076969"
"33100","50.7","#076969"
"33150","50.7","#076969"
"33200","50.4","#076969"
"33250","50.4","#076969"
"33300","50.7","#076969"
"33350","50.7","#076969"
"33400","50.4","#076969"
"33450","51","#076969"
"33500","50.4","#076969"
"33550","50.7","#076969"
"33600","50.4","#076969"
"33650","50.4","#076969"
"33700","50","#076969"
"33750","50.4","#076969"
"33800","51","#076969"
"33850","50.4","#076969"
"33900","50.7","#076969"
"33950","50.4","#076969"
"34000","50.4","#076969"
"34050","50.4","#076969"
"34100","50.4","#076969"
"34150","50.7","#076969"
"34200","51","#076969"
"34250","50.4","#076969"
"34300","50.7","#076969"
"34350","50.4","#076969"
"34400","50.4","#076969"
"34450","50.7","#076969"
"34500","50.7","#076969"
"34550","50.4","#076969"
"34600","50.7","#076969"
"34650","50.4","#076969"
"34700","50.4","#076969"
"34750","50.4","#076969"
"34800","50.7","#076969"
"34850","50.4","#076969"
"34900","50.4","#076969"
"34950","50.7","#076969"
"35000","50.3","#076969"
"35050","50.7","#076969"
"35100","51.6","#076969"
"35150","50.4","#076969"
"35200","50.4","#076969"
"35250","50","#076969"
"35300","50.4","#076969"
"35350","50.7","#076969"
"35400","50.4","#076969"
"35450","50.7","#076969"
"35500","50.4","#076969"
"35550","50.4","#076969"
"35600","50.4","#076969"
"35650","50.7","#076969"
"35700","50.3","#076969"
"35750","50.4","#076969"
"35800","50","#076969"
"35850","50","#076969"
"35900","50.4","#076969"
"35950","50.4","#076969"
"36000","50.4","#076969"
"36050","50.4","#076969"
"36100","50.7","#076969"
"36150","50.4","#076969"
"36200","50.4","#076969"
"36250","50.4","#076969"
"36300","50.4","#076969"
"36350","50","#076969"
"36400","50.3","#076969"
"36450","51","#076969"
"36500","50.4","#076969"
"36550","50.4","#076969"
"36600","50.3","#076969"
"36650","50.4","#076969"
"36700","50.4","#076969"
"36750","50.3","#076969"
"36800","50.3","#076969"
"36850","50.4","#076969"
"36900","50.3","#076969"
"36950","51","#076969"
"37000","50","#076969"
"37050","50.4","#076969"
"37100","50.3","#076969"
"37150","50.4","#076969"
"37200","50.3","#076969"
"37250","50.7","#076969"
"37300","50.4","#076969"
"37350","50","#076969"
"37400","50.3","#076969"
"37450","50.7","#076969"
"37500","50.4","#076969"
"37550","50.4","#076969"
"37600","50.4","#076969"
"37650","50","#076969"
"37700","50.4","#076969"
"37750","50.3","#076969"
"37800","50.3","#076969"
"37850","50.3","#076969"
"37900","50.4","#076969"
"37950","50.4","#076969"
"38000","50.3","#076969"
"38050","50.4","#076969"
"38100","50.4","#076969"
"38150","50.4","#076969"
"38200","50.7","#076969"
"38250","50.3","#076969"
"38300","50.4","#076969"
"38350","50.4","#076969"
"38400","50.4","#076969"
"38450","50.4","#076969"
